Datetime,symbol_ETHBTC,symbol_order_ETHBTC,orderId,transactTime,price_order,origQty,side,
2022-10-01 20:04:54+00:00,0.06845300,ETHBTC,3257705159,1664636694912,0.06858900,0.00160000,SELL,
2022-10-01 20:09:08+00:00,0.06838700,ETHBTC,3257708819,1664636948382,0.06851000,0.00160000,SELL,
2022-10-01 20:20:42+00:00,0.06846700,ETHBTC,3257720868,1664637643284,0.06819600,0.00160000,BUY,
2022-10-01 20:24:27+00:00,0.06847700,ETHBTC,3257723203,1664637867821,0.06861200,0.00160000,SELL,
2022-10-02 16:44:28+00:00,0.06765600,ETHBTC,3258912125,1664711068317,0.06786200,0.00160000,SELL,
2022-10-02 16:47:37+00:00,0.06762500,ETHBTC,3258916035,1664711257556,0.06766500,0.00160000,SELL,
2022-10-02 17:11:51+00:00,0.06759600,ETHBTC,3258944130,1664712711436,0.06757000,0.00160000,BUY,
2022-10-02 17:15:15+00:00,0.06761200,ETHBTC,3258948109,1664712915907,0.06759500,0.00160000,BUY,
2022-10-02 17:18:47+00:00,0.06760100,ETHBTC,3258952448,1664713127345,0.06762300,0.00160000,SELL,
2022-10-02 17:29:58+00:00,0.06752200,ETHBTC,3258967166,1664713798543,0.06769600,0.00160000,SELL,
2022-10-02 18:06:52+00:00,0.06762400,ETHBTC,3259003799,1664716012430,0.06752400,0.00160000,BUY,
2022-10-02 18:27:12+00:00,0.06762100,ETHBTC,3259029392,1664717232512,0.06750600,0.00160000,BUY,
2022-10-02 18:36:12+00:00,0.06770200,ETHBTC,3259039546,1664717772018,0.06766500,0.00160000,BUY,
2022-10-02 18:39:12+00:00,0.06773300,ETHBTC,3259042883,1664717952291,0.06765600,0.00160000,BUY,
2022-10-02 18:57:53+00:00,0.06769700,ETHBTC,3259058831,1664719073729,0.06692500,0.00160000,BUY,
2022-10-02 19:11:41+00:00,0.06771600,ETHBTC,3259069754,1664719901709,0.06752400,0.00160000,BUY,
2022-10-02 19:42:29+00:00,0.06760900,ETHBTC,3259107422,1664721750003,0.06740600,0.00160000,BUY,
2022-10-02 20:34:15+00:00,0.06751500,ETHBTC,3259164196,1664724855504,0.06807000,0.00160000,SELL,
2022-10-02 21:16:22+00:00,0.06759100,ETHBTC,3259204108,1664727383047,0.06821400,0.00160000,SELL,
2022-10-02 21:32:23+00:00,0.06767200,ETHBTC,3259226379,1664728343822,0.06780600,0.00160000,SELL,
2022-10-02 22:04:12+00:00,0.06755400,ETHBTC,3259259608,1664730252689,0.06764700,0.00160000,SELL,
2022-10-03 00:15:35+00:00,0.06784300,ETHBTC,3259372309,1664738135624,0.06828700,0.00160000,SELL,
2022-10-03 01:12:22+00:00,0.06779200,ETHBTC,3259432850,1664741542512,0.06819100,0.00160000,SELL,
2022-10-03 02:26:32+00:00,0.06763400,ETHBTC,3259499111,1664745992052,0.06840100,0.00160000,SELL,
2022-10-03 03:02:55+00:00,0.06774200,ETHBTC,3259547333,1664748175709,0.06789300,0.00160000,SELL,
2022-10-03 03:08:28+00:00,0.06760500,ETHBTC,3259556070,1664748508943,0.06744800,0.00160000,BUY,
2022-10-03 04:13:45+00:00,0.06728400,ETHBTC,3259675483,1664752425224,0.06733500,0.00160000,SELL,
2022-10-03 05:26:41+00:00,0.06695900,ETHBTC,3259838960,1664756801991,0.06747000,0.00160000,SELL,
